path_id,seed,hit_power_s,j_at_hit_power,hit_linear_s,j_at_hit_linear
296,734921,1.208,1057.8815864965534,0.642,842.8223091188034
297,734921,0.8425,231.78226168865032,0.9470000000000001,677.1917446612766
298,734921,0.9355,77.16512992270992,1.01,3216.5541204838314
299,734921,0.5415,2422.1805214642413,0.3155,30.82528029387017
300,734921,0.986,2458.9746868655807,0.3085,111.86857217610873
301,734921,0.5275,36.50011598359743,0.639,224453.0063160233
302,734921,0.5525,16.88562285565886,0.799,146.05310928975857
303,734921,0.857,101.7043771556761,0.6845,1881.3267662331473
304,734921,0.318,93.48828491665373,0.4525,122.0985503334668
305,734921,0.417,1292.4520101929843,0.562,238.18095308760863
306,734921,0.376,245.97474801240992,0.23,917.7035628712398
