path_id,seed,rho,pin_gain,hit_s
569,734921,1.0,3.0,0.8725
570,734921,1.0,3.0,0.5845
571,734921,1.0,3.0,1.0115
572,734921,1.0,3.0,0.45
573,734921,1.0,3.0,1.7915
574,734921,1.0,3.0,0.5915
575,734921,1.0,3.0,0.6985
576,734921,1.0,3.0,0.7495
577,734921,1.0,3.0,0.932
578,734921,1.0,3.0,0.4985
579,734921,1.0,3.0,1.111
580,734921,1.0,3.0,0.869
581,734921,1.0,3.0,0.5525
582,734921,1.0,3.0,0.7155
583,734921,1.0,3.0,1.037
584,734921,1.0,3.0,0.554
585,734921,1.0,3.0,0.4675
586,734921,1.0,3.0,0.578
587,734921,1.0,3.0,1.335
588,734921,1.0,3.0,1.034
589,734921,1.0,3.0,0.355
590,734921,1.0,3.0,0.4165
591,734921,1.0,3.0,0.9665
592,734921,1.0,3.0,0.851
593,734921,1.0,3.0,0.9085
594,734921,1.0,3.0,0.723
595,734921,1.0,3.0,0.682
596,734921,1.0,3.0,0.5725
597,734921,1.0,3.0,1.576
598,734921,1.0,3.0,0.8945000000000001
599,734921,1.0,3.0,0.3575
600,734921,1.0,3.0,1.6545
601,734921,1.0,3.0,0.936
602,734921,1.0,3.0,0.662
603,734921,1.0,3.0,0.552
604,734921,1.0,3.0,0.627
605,734921,1.0,3.0,1.0845
606,734921,1.0,3.0,0.786
607,734921,1.0,3.0,0.47050000000000003
608,734921,1.0,3.0,0.325
609,734921,1.0,3.0,0.544
610,734921,1.0,3.0,0.782
611,734921,1.0,3.0,0.638
612,734921,1.0,3.0,1.029
613,734921,1.0,3.0,0.3265
614,734921,1.0,3.0,0.648
615,734921,1.0,3.0,0.4045
616,734921,1.0,3.0,0.769
617,734921,1.0,3.0,0.555
618,734921,1.0,3.0,0.7905
619,734921,1.0,3.0,0.838
620,734921,1.0,3.0,0.371
621,734921,1.0,3.0,0.6265000000000001
622,734921,1.0,3.0,0.5545
623,734921,1.0,3.0,1.602
624,734921,1.0,3.0,2.0655
625,734921,1.0,3.0,0.4335
626,734921,1.0,3.0,0.3125
627,734921,1.0,3.0,0.705
628,734921,1.0,3.0,1.5385
629,734921,1.0,3.0,0.40950000000000003
630,734921,1.0,3.0,0.5555
631,734921,1.0,3.0,0.6970000000000001
632,734921,1.0,3.0,0.707
633,734921,1.0,3.0,1.7335
634,734921,1.0,3.0,0.5655
635,734921,1.0,3.0,1.5335
636,734921,1.0,3.0,1.0665
637,734921,1.0,3.0,0.7045
638,734921,1.0,3.0,1.308
639,734921,1.0,3.0,0.7015
640,734921,1.0,3.0,1.35
641,734921,1.0,3.0,0.3065
642,734921,1.0,3.0,0.486
643,734921,1.0,3.0,0.3925
644,734921,1.0,3.0,0.7695
645,734921,1.0,3.0,0.6465
646,734921,1.0,3.0,0.5935
647,734921,1.0,3.0,1.4875
648,734921,1.0,3.0,0.331
649,734921,1.0,3.0,0.362
650,734921,1.0,3.0,0.339
651,734921,1.0,3.0,0.4345
652,734921,1.0,3.0,3.3705000000000003
653,734921,1.0,3.0,0.79
654,734921,1.0,3.0,0.641
655,734921,1.0,3.0,0.6445
656,734921,1.0,3.0,0.8140000000000001
657,734921,1.0,3.0,0.854
658,734921,1.0,3.0,0.2135
659,734921,1.0,3.0,0.795
660,734921,1.0,3.0,0.531
661,734921,1.0,3.0,0.41050000000000003
662,734921,1.0,3.0,1.724
663,734921,1.0,3.0,0.9795
664,734921,1.0,3.0,0.249
665,734921,1.0,3.0,1.296
666,734921,1.0,3.0,0.6980000000000001
667,734921,1.0,3.0,0.47300000000000003
668,734921,1.0,3.0,1.1185
669,734921,1.0,3.0,1.3665
670,734921,1.0,3.0,0.3615
671,734921,1.0,3.0,0.338
672,734921,1.0,3.0,0.3395
673,734921,1.0,3.0,0.8145
674,734921,1.0,3.0,0.7985
675,734921,1.0,3.0,0.8210000000000001
676,734921,1.0,3.0,0.6825
677,734921,1.0,3.0,1.284
678,734921,1.0,3.0,1.1655
679,734921,1.0,3.0,0.5395
680,734921,1.0,3.0,1.082
681,734921,1.0,3.0,0.25
682,734921,1.0,3.0,0.805
683,734921,1.0,3.0,0.223
684,734921,1.0,3.0,1.8815
685,734921,1.0,3.0,1.1835
686,734921,1.0,3.0,1.5210000000000001
687,734921,1.0,3.0,0.9235
688,734921,1.0,3.0,0.5675
689,734921,1.0,3.0,0.4365
690,734921,1.0,3.0,0.8260000000000001
691,734921,1.0,3.0,0.53
692,734921,1.0,3.0,0.3305
693,734921,1.0,3.0,0.9845
694,734921,1.0,3.0,0.8190000000000001
695,734921,1.0,3.0,0.676
696,734921,1.0,3.0,0.8220000000000001
697,734921,1.0,3.0,0.303
698,734921,1.0,3.0,0.7275
699,734921,1.0,3.0,0.5720000000000001
700,734921,1.0,3.0,0.3365
701,734921,1.0,3.0,1.4455
702,734921,1.0,3.0,0.78
703,734921,1.0,3.0,0.538
704,734921,1.0,3.0,0.8415
705,734921,1.0,3.0,0.8895000000000001
706,734921,1.0,3.0,0.509
707,734921,1.0,3.0,0.5045000000000001
708,734921,1.0,3.0,0.6855
709,734921,1.0,3.0,0.7035
710,734921,1.0,3.0,1.7590000000000001
711,734921,1.0,3.0,0.435
712,734921,1.0,3.0,0.2945
713,734921,1.0,3.0,0.9745
714,734921,1.0,3.0,2.283
715,734921,1.0,3.0,0.9505
716,734921,1.0,3.0,0.788
717,734921,1.0,3.0,0.49
718,734921,1.0,3.0,0.548
719,734921,1.0,3.0,0.9430000000000001
720,734921,1.0,3.0,0.916
721,734921,1.0,3.0,1.185
722,734921,1.0,3.0,0.6325000000000001
723,734921,1.0,3.0,0.434
724,734921,1.0,3.0,0.6485
725,734921,1.0,3.0,0.428
726,734921,1.0,3.0,0.2975
727,734921,1.0,3.0,0.28550000000000003
728,734921,1.0,3.0,0.484
729,734921,1.0,3.0,1.5495
730,734921,1.0,3.0,0.9905
731,734921,1.0,3.0,0.9895
732,734921,1.0,3.0,0.9745
733,734921,1.0,3.0,0.583
734,734921,1.0,3.0,0.449
735,734921,1.0,3.0,0.7745
736,734921,1.0,3.0,0.6935
737,734921,1.0,3.0,0.3995
738,734921,1.0,3.0,0.3885
739,734921,1.0,3.0,1.3745
740,734921,1.0,3.0,0.279
741,734921,1.0,3.0,0.383
742,734921,1.0,3.0,1.474
743,734921,1.0,3.0,0.524
744,734921,1.0,3.0,2.164
745,734921,1.0,3.0,0.8755000000000001
746,734921,1.0,3.0,1.0835000000000001
747,734921,1.0,3.0,0.7995
748,734921,1.0,3.0,0.6855
749,734921,1.0,3.0,0.6
750,734921,1.0,3.0,0.6625
751,734921,1.0,3.0,0.791
752,734921,1.0,3.0,0.984
753,734921,1.0,3.0,0.7165
754,734921,1.0,3.0,1.0545
755,734921,1.0,3.0,0.804
756,734921,1.0,3.0,0.727
757,734921,1.0,3.0,1.285
758,734921,1.0,3.0,1.994
759,734921,1.0,3.0,0.5065000000000001
760,734921,1.0,3.0,0.8435
761,734921,1.0,3.0,0.6355000000000001
762,734921,1.0,3.0,0.5895
763,734921,1.0,3.0,1.7455
764,734921,1.0,3.0,2.0485
765,734921,1.0,3.0,0.855
766,734921,1.0,3.0,0.61
767,734921,1.0,3.0,0.386
768,734921,1.0,3.0,0.3855
769,734921,1.0,3.0,0.928
770,734921,1.0,3.0,0.5135
771,734921,1.0,3.0,2.2835
