path_id,seed,rho,pin_gain,hit_s
772,734921,1.0,3.0,0.72
773,734921,1.0,3.0,1.567
774,734921,1.0,3.0,0.394
775,734921,1.0,3.0,1.1845
776,734921,1.0,3.0,0.3325
777,734921,1.0,3.0,0.5005000000000001
778,734921,1.0,3.0,1.115
779,734921,1.0,3.0,1.1365
780,734921,1.0,3.0,0.8655
781,734921,1.0,3.0,0.6805
782,734921,1.0,3.0,0.4565
783,734921,1.0,3.0,2.6055
784,734921,1.0,3.0,0.47900000000000004
785,734921,1.0,3.0,0.7635000000000001
786,734921,1.0,3.0,0.3945
787,734921,1.0,3.0,0.5555
788,734921,1.0,3.0,1.117
789,734921,1.0,3.0,0.8395
790,734921,1.0,3.0,0.7020000000000001
791,734921,1.0,3.0,1.1035
792,734921,1.0,3.0,1.4905
793,734921,1.0,3.0,0.7235
794,734921,1.0,3.0,0.922
795,734921,1.0,3.0,0.4645
796,734921,1.0,3.0,1.0865
797,734921,1.0,3.0,0.47100000000000003
798,734921,1.0,3.0,0.787
799,734921,1.0,3.0,0.705
800,734921,1.0,3.0,0.617
801,734921,1.0,3.0,0.34850000000000003
802,734921,1.0,3.0,0.444
803,734921,1.0,3.0,0.8545
804,734921,1.0,3.0,0.4395
805,734921,1.0,3.0,0.758
806,734921,1.0,3.0,0.4355
807,734921,1.0,3.0,0.8475
808,734921,1.0,3.0,1.0845
809,734921,1.0,3.0,0.6215
810,734921,1.0,3.0,1.133
811,734921,1.0,3.0,0.6920000000000001
812,734921,1.0,3.0,0.3695
813,734921,1.0,3.0,0.656
814,734921,1.0,3.0,0.532
815,734921,1.0,3.0,1.073
816,734921,1.0,3.0,1.0305
817,734921,1.0,3.0,0.559
818,734921,1.0,3.0,0.649
819,734921,1.0,3.0,0.549
820,734921,1.0,3.0,0.4625
821,734921,1.0,3.0,1.356
822,734921,1.0,3.0,0.47750000000000004
823,734921,1.0,3.0,1.344
824,734921,1.0,3.0,0.745
825,734921,1.0,3.0,0.668
826,734921,1.0,3.0,0.735
827,734921,1.0,3.0,1.1165
828,734921,1.0,3.0,0.8415
829,734921,1.0,3.0,0.681
830,734921,1.0,3.0,1.624
831,734921,1.0,3.0,0.442
832,734921,1.0,3.0,0.25
833,734921,1.0,3.0,0.5750000000000001
834,734921,1.0,3.0,0.6305000000000001
835,734921,1.0,3.0,0.669
836,734921,1.0,3.0,0.2995
837,734921,1.0,3.0,0.604
838,734921,1.0,3.0,1.0745
839,734921,1.0,3.0,0.8035
840,734921,1.0,3.0,0.47050000000000003
841,734921,1.0,3.0,0.4565
842,734921,1.0,3.0,0.8255
843,734921,1.0,3.0,0.526
844,734921,1.0,3.0,1.2655
845,734921,1.0,3.0,1.064
846,734921,1.0,3.0,1.0335
847,734921,1.0,3.0,0.4295
848,734921,1.0,3.0,0.536
849,734921,1.0,3.0,0.52
850,734921,1.0,3.0,0.8250000000000001
851,734921,1.0,3.0,0.514
852,734921,1.0,3.0,0.771
853,734921,1.0,3.0,0.753
854,734921,1.0,3.0,0.338
855,734921,1.0,3.0,0.3725
856,734921,1.0,3.0,0.3305
857,734921,1.0,3.0,0.47150000000000003
858,734921,1.0,3.0,1.022
859,734921,1.0,3.0,0.6655
860,734921,1.0,3.0,0.7395
861,734921,1.0,3.0,2.0215
862,734921,1.0,3.0,1.026
863,734921,1.0,3.0,0.4025
864,734921,1.0,3.0,0.2085
865,734921,1.0,3.0,0.441
866,734921,1.0,3.0,1.2775
867,734921,1.0,3.0,0.898
868,734921,1.0,3.0,0.5745
869,734921,1.0,3.0,0.4555
870,734921,1.0,3.0,0.6325000000000001
871,734921,1.0,3.0,0.9135
872,734921,1.0,3.0,1.0445
873,734921,1.0,3.0,0.5355
874,734921,1.0,3.0,0.336
875,734921,1.0,3.0,0.738
876,734921,1.0,3.0,0.419
877,734921,1.0,3.0,0.8180000000000001
878,734921,1.0,3.0,0.612
879,734921,1.0,3.0,0.4605
880,734921,1.0,3.0,0.496
881,734921,1.0,3.0,0.5755
882,734921,1.0,3.0,0.383
883,734921,1.0,3.0,0.6900000000000001
884,734921,1.0,3.0,1.5095
885,734921,1.0,3.0,0.529
886,734921,1.0,3.0,0.8115
887,734921,1.0,3.0,0.894
888,734921,1.0,3.0,1.2085000000000001
889,734921,1.0,3.0,0.4295
890,734921,1.0,3.0,0.253
891,734921,1.0,3.0,1.2435
892,734921,1.0,3.0,0.6895
893,734921,1.0,3.0,0.7955
894,734921,1.0,3.0,0.768
895,734921,1.0,3.0,0.9420000000000001
896,734921,1.0,3.0,0.934
897,734921,1.0,3.0,0.5085000000000001
898,734921,1.0,3.0,0.8805000000000001
899,734921,1.0,3.0,1.869
900,734921,1.0,3.0,0.9145
901,734921,1.0,3.0,3.7155
902,734921,1.0,3.0,0.586
903,734921,1.0,3.0,1.2015
904,734921,1.0,3.0,1.411
905,734921,1.0,3.0,1.159
906,734921,1.0,3.0,0.553
907,734921,1.0,3.0,1.4445000000000001
908,734921,1.0,3.0,0.436
909,734921,1.0,3.0,0.4835
910,734921,1.0,3.0,0.91
911,734921,1.0,3.0,0.7795
912,734921,1.0,3.0,0.8205
913,734921,1.0,3.0,0.436
914,734921,1.0,3.0,0.898
915,734921,1.0,3.0,0.5655
916,734921,1.0,3.0,0.9405
917,734921,1.0,3.0,0.639
918,734921,1.0,3.0,0.34600000000000003
919,734921,1.0,3.0,0.974
920,734921,1.0,3.0,0.6235
921,734921,1.0,3.0,0.291
922,734921,1.0,3.0,0.7325
923,734921,1.0,3.0,0.769
924,734921,1.0,3.0,0.8295
925,734921,1.0,3.0,0.46950000000000003
926,734921,1.0,3.0,1.1995
927,734921,1.0,3.0,1.127
928,734921,1.0,3.0,0.34600000000000003
929,734921,1.0,3.0,0.839
930,734921,1.0,3.0,1.0025
931,734921,1.0,3.0,0.9105
932,734921,1.0,3.0,0.8645
933,734921,1.0,3.0,1.4685000000000001
934,734921,1.0,3.0,0.323
935,734921,1.0,3.0,0.3865
936,734921,1.0,3.0,1.318
937,734921,1.0,3.0,0.7915
938,734921,1.0,3.0,0.653
939,734921,1.0,3.0,1.0475
940,734921,1.0,3.0,1.2185
941,734921,1.0,3.0,0.504
942,734921,1.0,3.0,0.2915
943,734921,1.0,3.0,0.4565
944,734921,1.0,3.0,0.3895
945,734921,1.0,3.0,0.9255
946,734921,1.0,3.0,0.5325
947,734921,1.0,3.0,1.5785
948,734921,1.0,3.0,0.5395
949,734921,1.0,3.0,0.532
950,734921,1.0,3.0,1.0070000000000001
951,734921,1.0,3.0,0.783
952,734921,1.0,3.0,2.0145
953,734921,1.0,3.0,0.661
954,734921,1.0,3.0,0.6925
955,734921,1.0,3.0,0.3875
956,734921,1.0,3.0,1.074
957,734921,1.0,3.0,0.484
958,734921,1.0,3.0,1.175
959,734921,1.0,3.0,0.291
960,734921,1.0,3.0,0.4635
961,734921,1.0,3.0,0.9265
962,734921,1.0,3.0,1.207
963,734921,1.0,3.0,0.711
964,734921,1.0,3.0,0.834
965,734921,1.0,3.0,0.631
966,734921,1.0,3.0,0.598
967,734921,1.0,3.0,0.9235
968,734921,1.0,3.0,0.8075
969,734921,1.0,3.0,0.7235
970,734921,1.0,3.0,0.6325000000000001
971,734921,1.0,3.0,0.544
972,734921,1.0,3.0,0.5125
973,734921,1.0,3.0,1.433
974,734921,1.0,3.0,1.393
975,734921,1.0,3.0,0.972
976,734921,1.0,3.0,0.8765000000000001
977,734921,1.0,3.0,0.6385000000000001
978,734921,1.0,3.0,0.7965
979,734921,1.0,3.0,1.1275
980,734921,1.0,3.0,0.984
981,734921,1.0,3.0,0.628
982,734921,1.0,3.0,1.0135
983,734921,1.0,3.0,0.708
984,734921,1.0,3.0,0.2775
985,734921,1.0,3.0,0.6125
986,734921,1.0,3.0,1.4040000000000001
987,734921,1.0,3.0,0.6920000000000001
988,734921,1.0,3.0,1.5235
989,734921,1.0,3.0,0.716
990,734921,1.0,3.0,0.2685
991,734921,1.0,3.0,0.23600000000000002
992,734921,1.0,3.0,1.4755
993,734921,1.0,3.0,0.677
994,734921,1.0,3.0,0.41300000000000003
995,734921,1.0,3.0,1.123
996,734921,1.0,3.0,0.517
997,734921,1.0,3.0,0.337
998,734921,1.0,3.0,0.9785
999,734921,1.0,3.0,0.6445
1000,734921,1.0,3.0,0.3865
1001,734921,1.0,3.0,0.846
1002,734921,1.0,3.0,0.6785
1003,734921,1.0,3.0,1.2705
1004,734921,1.0,3.0,1.2945
1005,734921,1.0,3.0,1.0315
1006,734921,1.0,3.0,0.524
1007,734921,1.0,3.0,1.073
1008,734921,1.0,3.0,0.7325
1009,734921,1.0,3.0,0.645
1010,734921,1.0,3.0,0.845
1011,734921,1.0,3.0,1.101
1012,734921,1.0,3.0,0.5975
1013,734921,1.0,3.0,0.9590000000000001
1014,734921,1.0,3.0,0.9625
1015,734921,1.0,3.0,0.577
1016,734921,1.0,3.0,0.2665
1017,734921,1.0,3.0,0.39
1018,734921,1.0,3.0,0.9605
1019,734921,1.0,3.0,1.5605
1020,734921,1.0,3.0,0.927
1021,734921,1.0,3.0,1.8685
1022,734921,1.0,3.0,2.3095
1023,734921,1.0,3.0,0.7115
1024,734921,1.0,3.0,0.4035
1025,734921,1.0,3.0,0.993
1026,734921,1.0,3.0,0.3325
1027,734921,1.0,3.0,0.538
1028,734921,1.0,3.0,0.8855000000000001
1029,734921,1.0,3.0,0.622
1030,734921,1.0,3.0,1.014
1031,734921,1.0,3.0,0.369
1032,734921,1.0,3.0,1.25
1033,734921,1.0,3.0,0.657
1034,734921,1.0,3.0,1.6
1035,734921,1.0,3.0,0.8335
1036,734921,1.0,3.0,0.7895
1037,734921,1.0,3.0,0.9560000000000001
1038,734921,1.0,3.0,0.7435
1039,734921,1.0,3.0,0.3195
1040,734921,1.0,3.0,1.0165
1041,734921,1.0,3.0,0.596
1042,734921,1.0,3.0,0.9105
1043,734921,1.0,3.0,0.585
1044,734921,1.0,3.0,1.03
1045,734921,1.0,3.0,0.765
1046,734921,1.0,3.0,0.626
1047,734921,1.0,3.0,0.5345
1048,734921,1.0,3.0,1.2685
1049,734921,1.0,3.0,0.5710000000000001
1050,734921,1.0,3.0,0.8315
1051,734921,1.0,3.0,0.47000000000000003
1052,734921,1.0,3.0,1.574
1053,734921,1.0,3.0,0.435
1054,734921,1.0,3.0,0.5655
1055,734921,1.0,3.0,0.359
1056,734921,1.0,3.0,1.176
1057,734921,1.0,3.0,0.501
1058,734921,1.0,3.0,0.2295
1059,734921,1.0,3.0,1.1420000000000001
1060,734921,1.0,3.0,0.369
1061,734921,1.0,3.0,2.166
1062,734921,1.0,3.0,0.635
1063,734921,1.0,3.0,0.6255000000000001
1064,734921,1.0,3.0,0.3895
1065,734921,1.0,3.0,0.7765
1066,734921,1.0,3.0,1.101
1067,734921,1.0,3.0,0.595
1068,734921,1.0,3.0,0.48
1069,734921,1.0,3.0,0.5795
1070,734921,1.0,3.0,0.845
1071,734921,1.0,3.0,0.7475
1072,734921,1.0,3.0,1.2485
1073,734921,1.0,3.0,0.524
1074,734921,1.0,3.0,0.6155
1075,734921,1.0,3.0,0.598
1076,734921,1.0,3.0,0.47750000000000004
1077,734921,1.0,3.0,0.9695
1078,734921,1.0,3.0,0.8160000000000001
1079,734921,1.0,3.0,1.059
1080,734921,1.0,3.0,1.035
1081,734921,1.0,3.0,0.28600000000000003
1082,734921,1.0,3.0,0.3235
1083,734921,1.0,3.0,0.6890000000000001
1084,734921,1.0,3.0,0.8785000000000001
1085,734921,1.0,3.0,0.531
1086,734921,1.0,3.0,0.964
1087,734921,1.0,3.0,0.9195
1088,734921,1.0,3.0,2.8095
1089,734921,1.0,3.0,0.7035
1090,734921,1.0,3.0,2.2840000000000003
1091,734921,1.0,3.0,0.34450000000000003
1092,734921,1.0,3.0,0.653
1093,734921,1.0,3.0,0.579
1094,734921,1.0,3.0,1.4485000000000001
1095,734921,1.0,3.0,1.236
1096,734921,1.0,3.0,0.8895000000000001
1097,734921,1.0,3.0,0.636
1098,734921,1.0,3.0,0.307
1099,734921,1.0,3.0,0.796
1100,734921,1.0,3.0,0.8955000000000001
1101,734921,1.0,3.0,0.6685
1102,734921,1.0,3.0,0.6415
1103,734921,1.0,3.0,0.553
1104,734921,1.0,3.0,0.644
1105,734921,1.0,3.0,0.7945
1106,734921,1.0,3.0,1.104
1107,734921,1.0,3.0,0.4955
1108,734921,1.0,3.0,0.4485
1109,734921,1.0,3.0,1.264
1110,734921,1.0,3.0,0.5335
1111,734921,1.0,3.0,0.6015
1112,734921,1.0,3.0,0.6225
1113,734921,1.0,3.0,0.5750000000000001
1114,734921,1.0,3.0,0.9510000000000001
1115,734921,1.0,3.0,0.40850000000000003
1116,734921,1.0,3.0,1.334
1117,734921,1.0,3.0,1.4505000000000001
1118,734921,1.0,3.0,0.7285
1119,734921,1.0,3.0,0.6265000000000001
1120,734921,1.0,3.0,0.3525
1121,734921,1.0,3.0,0.5405
1122,734921,1.0,3.0,0.89
1123,734921,1.0,3.0,0.9405
1124,734921,1.0,3.0,1.9225
1125,734921,1.0,3.0,0.5785
1126,734921,1.0,3.0,1.0855000000000001
1127,734921,1.0,3.0,1.4055
1128,734921,1.0,3.0,0.962
1129,734921,1.0,3.0,0.9635
1130,734921,1.0,3.0,0.635
1131,734921,1.0,3.0,0.338
1132,734921,1.0,3.0,0.46900000000000003
1133,734921,1.0,3.0,1.0515
1134,734921,1.0,3.0,1.1775
1135,734921,1.0,3.0,0.7095
1136,734921,1.0,3.0,0.869
1137,734921,1.0,3.0,0.3965
1138,734921,1.0,3.0,1.3625
1139,734921,1.0,3.0,0.766
1140,734921,1.0,3.0,1.2545
1141,734921,1.0,3.0,1.3895
1142,734921,1.0,3.0,1.387
1143,734921,1.0,3.0,0.998
1144,734921,1.0,3.0,1.3945
1145,734921,1.0,3.0,1.1715
1146,734921,1.0,3.0,0.8445
1147,734921,1.0,3.0,0.8170000000000001
1148,734921,1.0,3.0,1.4235
1149,734921,1.0,3.0,0.792
1150,734921,1.0,3.0,0.981
1151,734921,1.0,3.0,0.2455
1152,734921,1.0,3.0,1.047
1153,734921,1.0,3.0,0.7375
1154,734921,1.0,3.0,0.28400000000000003
1155,734921,1.0,3.0,2.105
1156,734921,1.0,3.0,0.5745
1157,734921,1.0,3.0,0.305
1158,734921,1.0,3.0,1.4645000000000001
1159,734921,1.0,3.0,0.9115
1160,734921,1.0,3.0,0.5245
1161,734921,1.0,3.0,0.598
1162,734921,1.0,3.0,1.43
1163,734921,1.0,3.0,0.8345
1164,734921,1.0,3.0,0.489
1165,734921,1.0,3.0,1.7830000000000001
1166,734921,1.0,3.0,0.9595
1167,734921,1.0,3.0,0.763
1168,734921,1.0,3.0,1.612
1169,734921,1.0,3.0,0.8645
1170,734921,1.0,3.0,1.9385000000000001
1171,734921,1.0,3.0,1.7565
1172,734921,1.0,3.0,0.7055
1173,734921,1.0,3.0,0.778
1174,734921,1.0,3.0,1.1165
1175,734921,1.0,3.0,0.527
1176,734921,1.0,3.0,1.28
1177,734921,1.0,3.0,0.931
1178,734921,1.0,3.0,0.7945
1179,734921,1.0,3.0,0.405
1180,734921,1.0,3.0,0.3655
1181,734921,1.0,3.0,1.498
1182,734921,1.0,3.0,2.192
1183,734921,1.0,3.0,0.40900000000000003
1184,734921,1.0,3.0,0.3655
1185,734921,1.0,3.0,0.9645
1186,734921,1.0,3.0,0.4035
1187,734921,1.0,3.0,0.5705
1188,734921,1.0,3.0,0.501
1189,734921,1.0,3.0,0.4895
1190,734921,1.0,3.0,0.545
1191,734921,1.0,3.0,0.849
1192,734921,1.0,3.0,0.4425
1193,734921,1.0,3.0,0.66
1194,734921,1.0,3.0,0.7725
1195,734921,1.0,3.0,0.9685
1196,734921,1.0,3.0,0.5985
1197,734921,1.0,3.0,1.0315
1198,734921,1.0,3.0,0.767
1199,734921,1.0,3.0,0.734
1200,734921,1.0,3.0,0.963
1201,734921,1.0,3.0,0.526
1202,734921,1.0,3.0,0.8785000000000001
1203,734921,1.0,3.0,0.517
1204,734921,1.0,3.0,0.879
1205,734921,1.0,3.0,1.3880000000000001
1206,734921,1.0,3.0,1.2465
1207,734921,1.0,3.0,0.9380000000000001
1208,734921,1.0,3.0,0.7815
1209,734921,1.0,3.0,1.186
1210,734921,1.0,3.0,0.853
1211,734921,1.0,3.0,1.9155
1212,734921,1.0,3.0,0.6095
1213,734921,1.0,3.0,0.5075000000000001
1214,734921,1.0,3.0,1.2515
1215,734921,1.0,3.0,0.743
1216,734921,1.0,3.0,0.4315
1217,734921,1.0,3.0,1.7690000000000001
1218,734921,1.0,3.0,2.354
1219,734921,1.0,3.0,0.192
1220,734921,1.0,3.0,1.101
1221,734921,1.0,3.0,1.5225
1222,734921,1.0,3.0,0.6395000000000001
1223,734921,1.0,3.0,0.756
1224,734921,1.0,3.0,0.5695
1225,734921,1.0,3.0,0.5055000000000001
1226,734921,1.0,3.0,0.2715
1227,734921,1.0,3.0,1.1345
1228,734921,1.0,3.0,0.5845
1229,734921,1.0,3.0,0.652
1230,734921,1.0,3.0,2.6755
1231,734921,1.0,3.0,0.5565
1232,734921,1.0,3.0,1.4255
1233,734921,1.0,3.0,0.7085
1234,734921,1.0,3.0,1.3535
1235,734921,1.0,3.0,1.068
1236,734921,1.0,3.0,0.912
1237,734921,1.0,3.0,0.6265000000000001
1238,734921,1.0,3.0,0.3755
1239,734921,1.0,3.0,0.964
1240,734921,1.0,3.0,0.404
1241,734921,1.0,3.0,0.6445
1242,734921,1.0,3.0,1.708
1243,734921,1.0,3.0,0.5545
1244,734921,1.0,3.0,0.2485
1245,734921,1.0,3.0,1.2825
1246,734921,1.0,3.0,0.716
1247,734921,1.0,3.0,1.682
1248,734921,1.0,3.0,0.4365
1249,734921,1.0,3.0,0.748
1250,734921,1.0,3.0,0.1815
1251,734921,1.0,3.0,0.8135
1252,734921,1.0,3.0,0.337
1253,734921,1.0,3.0,0.7905
1254,734921,1.0,3.0,1.561
1255,734921,1.0,3.0,1.3455
1256,734921,1.0,3.0,0.4225
1257,734921,1.0,3.0,1.416
1258,734921,1.0,3.0,1.0705
1259,734921,1.0,3.0,0.603
1260,734921,1.0,3.0,1.7015
1261,734921,1.0,3.0,0.449
1262,734921,1.0,3.0,0.6645
1263,734921,1.0,3.0,0.977
1264,734921,1.0,3.0,1.0215
1265,734921,1.0,3.0,1.407
1266,734921,1.0,3.0,2.0715
1267,734921,1.0,3.0,0.5750000000000001
1268,734921,1.0,3.0,1.0995
1269,734921,1.0,3.0,1.9745000000000001
1270,734921,1.0,3.0,0.8785000000000001
1271,734921,1.0,3.0,0.767
1272,734921,1.0,3.0,1.7375
1273,734921,1.0,3.0,0.429
1274,734921,1.0,3.0,0.846
1275,734921,1.0,3.0,1.129
1276,734921,1.0,3.0,0.9195
1277,734921,1.0,3.0,0.5895
1278,734921,1.0,3.0,0.5545
1279,734921,1.0,3.0,0.4845
1280,734921,1.0,3.0,1.246
1281,734921,1.0,3.0,0.5415
1282,734921,1.0,3.0,0.6970000000000001
1283,734921,1.0,3.0,0.4195
1284,734921,1.0,3.0,1.162
1285,734921,1.0,3.0,1.8965
1286,734921,1.0,3.0,0.6635
1287,734921,1.0,3.0,0.631
1288,734921,1.0,3.0,0.7545000000000001
1289,734921,1.0,3.0,1.339
1290,734921,1.0,3.0,1.4905
1291,734921,1.0,3.0,0.47850000000000004
1292,734921,1.0,3.0,0.4945
1293,734921,1.0,3.0,1.2710000000000001
1294,734921,1.0,3.0,1.3980000000000001
1295,734921,1.0,3.0,0.597
1296,734921,1.0,3.0,0.4285
1297,734921,1.0,3.0,1.2505
1298,734921,1.0,3.0,0.47500000000000003
1299,734921,1.0,3.0,0.631
1300,734921,1.0,3.0,1.268
1301,734921,1.0,3.0,1.4145
1302,734921,1.0,3.0,1.159
1303,734921,1.0,3.0,0.483
1304,734921,1.0,3.0,0.9315
1305,734921,1.0,3.0,1.0315
1306,734921,1.0,3.0,0.5345
1307,734921,1.0,3.0,1.0005
1308,734921,1.0,3.0,0.4365
1309,734921,1.0,3.0,0.9335
1310,734921,1.0,3.0,0.41050000000000003
1311,734921,1.0,3.0,0.7365
1312,734921,1.0,3.0,0.503
1313,734921,1.0,3.0,1.516
1314,734921,1.0,3.0,0.796
1315,734921,1.0,3.0,0.427
1316,734921,1.0,3.0,0.4045
1317,734921,1.0,3.0,0.657
1318,734921,1.0,3.0,0.8855000000000001
1319,734921,1.0,3.0,1.2650000000000001
1320,734921,1.0,3.0,0.662
1321,734921,1.0,3.0,1.047
1322,734921,1.0,3.0,0.6765
1323,734921,1.0,3.0,0.529
1324,734921,1.0,3.0,0.48
1325,734921,1.0,3.0,1.043
1326,734921,1.0,3.0,0.594
1327,734921,1.0,3.0,0.34750000000000003
1328,734921,1.0,3.0,0.548
1329,734921,1.0,3.0,0.9345
1330,734921,1.0,3.0,0.8245
1331,734921,1.0,3.0,1.1345
1332,734921,1.0,3.0,0.3825
1333,734921,1.0,3.0,1.334
1334,734921,1.0,3.0,1.018
1335,734921,1.0,3.0,1.1280000000000001
1336,734921,1.0,3.0,0.5690000000000001
1337,734921,1.0,3.0,1.481
1338,734921,1.0,3.0,0.531
1339,734921,1.0,3.0,0.546
1340,734921,1.0,3.0,0.8345
1341,734921,1.0,3.0,1.7865
1342,734921,1.0,3.0,0.5955
1343,734921,1.0,3.0,1.4365
1344,734921,1.0,3.0,0.4955
1345,734921,1.0,3.0,1.3265
1346,734921,1.0,3.0,0.3125
1347,734921,1.0,3.0,1.6075
1348,734921,1.0,3.0,0.7695
1349,734921,1.0,3.0,1.2375
1350,734921,1.0,3.0,0.889
1351,734921,1.0,3.0,0.8025
1352,734921,1.0,3.0,0.788
1353,734921,1.0,3.0,1.329
1354,734921,1.0,3.0,0.5605
1355,734921,1.0,3.0,0.307
1356,734921,1.0,3.0,1.467
1357,734921,1.0,3.0,0.561
1358,734921,1.0,3.0,0.47800000000000004
1359,734921,1.0,3.0,0.7615000000000001
1360,734921,1.0,3.0,0.6255000000000001
1361,734921,1.0,3.0,0.548
1362,734921,1.0,3.0,0.2905
1363,734921,1.0,3.0,0.8765000000000001
1364,734921,1.0,3.0,0.8555
1365,734921,1.0,3.0,0.757
1366,734921,1.0,3.0,0.7445
1367,734921,1.0,3.0,1.03
1368,734921,1.0,3.0,0.9165
1369,734921,1.0,3.0,0.8995
1370,734921,1.0,3.0,0.4215
1371,734921,1.0,3.0,0.784
1372,734921,1.0,3.0,0.4415
1373,734921,1.0,3.0,0.6085
1374,734921,1.0,3.0,0.5405
1375,734921,1.0,3.0,2.1755
1376,734921,1.0,3.0,0.7765
1377,734921,1.0,3.0,0.625
1378,734921,1.0,3.0,0.5105000000000001
1379,734921,1.0,3.0,0.6225
1380,734921,1.0,3.0,0.47500000000000003
1381,734921,1.0,3.0,0.314
1382,734921,1.0,3.0,1.5190000000000001
1383,734921,1.0,3.0,0.343
1384,734921,1.0,3.0,0.48
1385,734921,1.0,3.0,0.296
1386,734921,1.0,3.0,1.1145
1387,734921,1.0,3.0,0.5785
1388,734921,1.0,3.0,0.6705
1389,734921,1.0,3.0,0.3325
1390,734921,1.0,3.0,0.635
1391,734921,1.0,3.0,0.895
1392,734921,1.0,3.0,0.8265
1393,734921,1.0,3.0,0.5325
1394,734921,1.0,3.0,0.577
1395,734921,1.0,3.0,0.6825
1396,734921,1.0,3.0,0.9105
1397,734921,1.0,3.0,0.6975
1398,734921,1.0,3.0,1.0415
1399,734921,1.0,3.0,0.437
1400,734921,1.0,3.0,0.33
1401,734921,1.0,3.0,0.488
1402,734921,1.0,3.0,0.878
1403,734921,1.0,3.0,1.2650000000000001
1404,734921,1.0,3.0,0.511
1405,734921,1.0,3.0,0.6065
1406,734921,1.0,3.0,0.8135
1407,734921,1.0,3.0,0.3585
1408,734921,1.0,3.0,0.3385
1409,734921,1.0,3.0,0.338
1410,734921,1.0,3.0,0.5795
1411,734921,1.0,3.0,1.025
1412,734921,1.0,3.0,1.041
1413,734921,1.0,3.0,1.0355
1414,734921,1.0,3.0,1.0815000000000001
1415,734921,1.0,3.0,1.4315
1416,734921,1.0,3.0,1.3045
1417,734921,1.0,3.0,0.41400000000000003
1418,734921,1.0,3.0,0.76
1419,734921,1.0,3.0,0.5715
1420,734921,1.0,3.0,0.5755
1421,734921,1.0,3.0,0.397
1422,734921,1.0,3.0,0.392
1423,734921,1.0,3.0,0.5495
1424,734921,1.0,3.0,1.118
1425,734921,1.0,3.0,1.6340000000000001
1426,734921,1.0,3.0,0.805
1427,734921,1.0,3.0,0.6815
1428,734921,1.0,3.0,0.384
1429,734921,1.0,3.0,0.5845
1430,734921,1.0,3.0,0.4555
1431,734921,1.0,3.0,0.41100000000000003
1432,734921,1.0,3.0,0.4575
1433,734921,1.0,3.0,1.5975000000000001
1434,734921,1.0,3.0,0.6855
1435,734921,1.0,3.0,0.34600000000000003
1436,734921,1.0,3.0,0.997
1437,734921,1.0,3.0,2.1535
1438,734921,1.0,3.0,1.8455000000000001
1439,734921,1.0,3.0,0.405
1440,734921,1.0,3.0,0.467
1441,734921,1.0,3.0,0.503
1442,734921,1.0,3.0,0.4285
1443,734921,1.0,3.0,1.0110000000000001
1444,734921,1.0,3.0,0.722
1445,734921,1.0,3.0,1.377
1446,734921,1.0,3.0,0.5965
1447,734921,1.0,3.0,0.6950000000000001
1448,734921,1.0,3.0,1.877
1449,734921,1.0,3.0,0.609
1450,734921,1.0,3.0,0.518
1451,734921,1.0,3.0,0.927
1452,734921,1.0,3.0,0.7815
1453,734921,1.0,3.0,0.504
1454,734921,1.0,3.0,0.532
1455,734921,1.0,3.0,1.625
1456,734921,1.0,3.0,0.5915
1457,734921,1.0,3.0,0.9460000000000001
1458,734921,1.0,3.0,0.47550000000000003
1459,734921,1.0,3.0,1.0875000000000001
1460,734921,1.0,3.0,0.4355
1461,734921,1.0,3.0,0.496
1462,734921,1.0,3.0,0.628
1463,734921,1.0,3.0,0.9825
1464,734921,1.0,3.0,0.9365
1465,734921,1.0,3.0,0.9565
1466,734921,1.0,3.0,1.3555
1467,734921,1.0,3.0,0.34550000000000003
1468,734921,1.0,3.0,0.5535
1469,734921,1.0,3.0,0.9455
1470,734921,1.0,3.0,0.5690000000000001
1471,734921,1.0,3.0,1.432
1472,734921,1.0,3.0,1.214
1473,734921,1.0,3.0,0.917
1474,734921,1.0,3.0,1.3005
1475,734921,1.0,3.0,0.645
1476,734921,1.0,3.0,0.5845
1477,734921,1.0,3.0,0.353
1478,734921,1.0,3.0,0.5710000000000001
1479,734921,1.0,3.0,0.738
1480,734921,1.0,3.0,0.5665
1481,734921,1.0,3.0,0.681
1482,734921,1.0,3.0,1.091
1483,734921,1.0,3.0,0.6775
1484,734921,1.0,3.0,0.781
1485,734921,1.0,3.0,2.161
1486,734921,1.0,3.0,0.2535
1487,734921,1.0,3.0,0.4215
1488,734921,1.0,3.0,0.466
1489,734921,1.0,3.0,2.123
1490,734921,1.0,3.0,1.071
1491,734921,1.0,3.0,0.837
1492,734921,1.0,3.0,0.428
1493,734921,1.0,3.0,0.6925
1494,734921,1.0,3.0,0.7615000000000001
1495,734921,1.0,3.0,0.22
1496,734921,1.0,3.0,0.5225
1497,734921,1.0,3.0,0.2665
1498,734921,1.0,3.0,0.609
1499,734921,1.0,3.0,0.3965
1500,734921,1.0,3.0,0.9915
1501,734921,1.0,3.0,0.891
1502,734921,1.0,3.0,0.4895
1503,734921,1.0,3.0,0.739
1504,734921,1.0,3.0,0.424
1505,734921,1.0,3.0,0.4955
1506,734921,1.0,3.0,0.41250000000000003
1507,734921,1.0,3.0,1.323
1508,734921,1.0,3.0,0.8485
1509,734921,1.0,3.0,0.7095
1510,734921,1.0,3.0,0.6305000000000001
1511,734921,1.0,3.0,0.393
