path_id,seed,hit_rho_0p00_s,j_at_hit_rho_0p00,hit_rho_0p25_s,j_at_hit_rho_0p25,hit_rho_0p50_s,j_at_hit_rho_0p50,hit_rho_0p75_s,j_at_hit_rho_0p75,hit_rho_1p00_s,j_at_hit_rho_1p00
33,734921,0.3005,77.92914992554589,0.299,101.79720316270881,0.297,142.22482839635035,0.28350000000000003,220.79511820477188,0.2505,575.1930276249404
34,734921,0.7425,2028.6074944475058,0.8185,6200.329712068764,0.893,19346.37487501638,0.906,66564.9883311227,0.8005,421272.2171646245
35,734921,0.1365,121.61425160041594,0.1355,92.15394771686103,0.1355,68.4686069801464,0.1345,48.96732478045125,0.1355,28.030229649410256
36,734921,0.167,95.19640875854768,0.1665,99.0009475431097,0.1665,102.54297118216817,0.1665,105.65441368028672,0.167,106.36315125211486
37,734921,0.247,110.17243310953275,0.246,103.69592067290394,0.2445,99.95048907302487,0.2425,98.22781613823544,0.23950000000000002,97.81910763433123
38,734921,0.211,14.809852391150253,0.20700000000000002,10.137159093868195,0.20500000000000002,7.79607473483959,0.1765,6.516625893430247,0.17350000000000002,5.998093017466392
39,734921,0.1395,22.009218591269843,0.14400000000000002,22.62221967435389,0.152,23.664594465336997,0.157,25.502844303305086,0.1865,33.12662689108582
40,734921,0.176,183.33398720932672,0.1815,294.3910877986136,0.1895,496.64214333658333,0.1965,933.3099539937546,0.2465,3285.9804542987354
41,734921,0.2255,9.021254315108635,0.2255,9.73147910347913,0.2635,11.789807374555677,0.2645,18.314959074162783,0.2935,100.94758931076358
42,734921,0.3815,605.2467921500185,0.3595,299.6454236062546,0.337,190.4567699447323,0.28750000000000003,179.79438004258242,0.2455,255.84932614425972
43,734921,0.28300000000000003,100.66762832991994,0.2415,82.23564780270745,0.228,66.3168485976088,0.192,49.744135535458895,0.183,23.827458754401544
44,734921,0.454,1497.1401068345142,0.428,948.2956264910373,0.385,649.1895409735082,0.34700000000000003,462.27106862997,0.2705,264.7997104303302
45,734921,0.20700000000000002,65.04239239146484,0.20700000000000002,56.30623215258096,0.20650000000000002,48.97396809601612,0.20600000000000002,42.01327226042235,0.203,31.366553149646723
46,734921,0.338,803.3695641397763,0.337,598.1662910952258,0.333,378.6657262963967,0.333,188.70423547383498,0.3235,33.32505655969683
47,734921,0.1685,218.95885525678105,0.171,236.67744879232666,0.17400000000000002,253.77964850740284,0.178,271.95407112188667,0.245,305.97323276302205
48,734921,0.49,152.42756380499122,0.3625,148.48394187805098,0.23450000000000001,140.9874663313046,0.171,128.19435463047225,0.1645,93.61839856572001
49,734921,0.209,173.49439242308162,0.209,239.090372064605,0.2105,318.2649651187904,0.246,417.4228136781001,0.243,619.6902440284238
50,734921,0.485,670383.3221963755,0.4875,659277.6393337115,0.4865,442334.6869893414,0.4815,182684.56102055035,0.4315,15939.918825509396
